,STATION,DATE,TEMP,MAX,MIN,CELSIUS
456,RPM00098646,2018-04-02,82.76,89.42,74.12,28.20
457,RPM00098646,2018-04-03,82.94,89.60,76.82,28.30
458,RPM00098646,2018-04-04,82.58,90.14,,28.10
459,RPM00098646,2018-04-05,82.04,87.98,74.48,27.80
460,RPM00098646,2018-04-06,82.04,88.34,,27.80
461,RPM00098646,2018-04-07,81.14,88.88,77.00,27.30
462,RPM00098646,2018-04-08,80.60,84.38,76.64,27.00
463,RPM00098646,2018-04-09,83.12,89.78,77.36,28.40
464,RPM00098646,2018-04-10,83.84,90.32,77.90,28.80
465,RPM00098646,2018-04-11,83.84,,78.80,28.80
466,RPM00098646,2018-04-12,84.38,89.78,78.80,29.10
467,RPM00098646,2018-04-13,84.02,89.96,,28.90
468,RPM00098646,2018-04-14,84.20,90.68,,29.00
469,RPM00098646,2018-04-15,84.38,89.60,,29.10
470,RPM00098646,2018-04-16,83.84,89.24,77.18,28.80
471,RPM00098646,2018-04-17,84.38,90.50,78.26,29.10
472,RPM00098646,2018-04-18,84.38,90.68,78.44,29.10
473,RPM00098646,2018-04-19,84.38,,78.26,29.10
474,RPM00098646,2018-04-20,83.84,89.60,80.60,28.80
475,RPM00098646,2018-04-21,83.66,,,28.70
476,RPM00098646,2018-04-22,84.38,,78.08,29.10
477,RPM00098646,2018-04-23,85.64,91.94,78.44,29.80
478,RPM00098646,2018-04-24,85.28,92.12,78.26,29.60
479,RPM00098646,2018-04-25,83.30,91.94,,28.50
480,RPM00098646,2018-04-26,84.20,89.78,77.72,29.00
481,RPM00098646,2018-04-27,84.38,90.14,,29.10
482,RPM00098646,2018-04-28,84.56,91.40,,29.20
483,RPM00098646,2018-04-29,85.28,91.58,78.44,29.60
484,RPM00098646,2018-04-30,85.28,92.12,80.24,29.60
485,RPM00098646,2018-05-01,86.18,91.76,79.52,30.10
486,RPM00098646,2018-05-02,85.10,93.02,,29.50
487,RPM00098646,2018-05-03,78.98,84.56,,26.10
488,RPM00098646,2018-05-04,82.40,88.88,,28.00
489,RPM00098646,2018-05-05,83.66,90.50,75.56,28.70
490,RPM00098646,2018-05-06,84.92,91.40,78.62,29.40
491,RPM00098646,2018-05-07,84.02,92.48,,28.90
492,RPM00098646,2018-05-08,84.02,92.48,76.64,28.90
493,RPM00098646,2018-05-09,84.74,91.40,77.54,29.30
494,RPM00098646,2018-05-10,84.92,92.84,78.08,29.40
495,RPM00098646,2018-05-11,85.46,91.76,76.28,29.70
496,RPM00098646,2018-05-12,85.46,93.02,78.98,29.70
497,RPM00098646,2018-05-13,84.38,92.84,,29.10
498,RPM00098646,2018-05-14,86.18,94.10,78.08,30.10
499,RPM00098646,2018-05-15,87.26,93.92,81.14,30.70
500,RPM00098646,2018-05-16,86.18,93.74,,30.10
501,RPM00098646,2018-05-17,85.46,92.66,,29.70
502,RPM00098646,2018-05-18,84.38,93.38,,29.10
503,RPM00098646,2018-05-19,84.56,91.76,78.44,29.20
504,RPM00098646,2018-05-20,84.38,91.22,78.80,29.10
505,RPM00098646,2018-05-21,84.38,92.30,79.16,29.10
506,RPM00098646,2018-05-22,85.28,92.84,78.44,29.60
507,RPM00098646,2018-05-23,85.64,92.66,80.06,29.80
508,RPM00098646,2018-05-24,86.72,91.94,79.70,30.40
509,RPM00098646,2018-05-25,83.48,92.48,,28.60
510,RPM00098646,2018-05-26,86.36,93.20,78.26,30.20
511,RPM00098646,2018-05-27,87.08,92.30,80.60,30.60
512,RPM00098646,2018-05-28,86.72,93.02,81.32,30.40
513,RPM00098646,2018-05-29,86.18,90.32,,30.10
514,RPM00098646,2018-05-30,83.48,90.68,,28.60
515,RPM00098646,2018-05-31,84.20,91.40,,29.00
516,RPM00098646,2018-06-01,83.84,90.68,77.18,28.80
517,RPM00098646,2018-06-02,78.98,,,26.10
518,RPM00098646,2018-06-03,83.84,90.14,72.86,28.80
519,RPM00098646,2018-06-04,84.56,90.50,,29.20
520,RPM00098646,2018-06-05,81.86,87.80,77.72,27.70
521,RPM00098646,2018-06-06,83.30,89.60,78.98,28.50
522,RPM00098646,2018-06-07,85.28,90.86,79.52,29.60
523,RPM00098646,2018-06-08,84.92,,,29.40
524,RPM00098646,2018-06-09,85.64,92.30,80.24,29.80
525,RPM00098646,2018-06-10,85.28,89.06,81.68,29.60
526,RPM00098646,2018-06-11,83.66,88.16,,28.70
527,RPM00098646,2018-06-12,84.56,93.20,78.44,29.20
528,RPM00098646,2018-06-13,86.00,92.48,78.44,30.00
529,RPM00098646,2018-06-14,84.92,92.30,,29.40
530,RPM00098646,2018-06-15,85.10,93.56,77.54,29.50
531,RPM00098646,2018-06-16,85.46,93.74,79.16,29.70
532,RPM00098646,2018-06-17,83.48,94.10,,28.60
533,RPM00098646,2018-06-18,84.02,90.86,77.72,28.90
534,RPM00098646,2018-06-19,82.22,91.40,,27.90
535,RPM00098646,2018-06-20,82.04,,75.74,27.80
536,RPM00098646,2018-06-21,81.68,91.04,76.64,27.60
537,RPM00098646,2018-06-22,81.50,91.40,77.00,27.50
538,RPM00098646,2018-06-23,82.76,90.50,76.82,28.20
539,RPM00098646,2018-06-24,84.02,92.66,76.82,28.90
540,RPM00098646,2018-06-25,82.04,90.86,,27.80
541,RPM00098646,2018-06-26,82.58,,77.00,28.10
542,RPM00098646,2018-06-27,82.94,89.78,76.82,28.30
543,RPM00098646,2018-06-28,83.48,91.04,78.26,28.60
544,RPM00098646,2018-06-29,84.02,90.32,78.44,28.90
545,RPM00098646,2018-06-30,82.22,93.56,,27.90
546,RPM00098646,2018-07-01,82.58,89.60,73.58,28.10
547,RPM00098646,2018-07-02,82.94,90.68,,28.30
548,RPM00098646,2018-07-03,82.58,91.40,75.20,28.10
549,RPM00098646,2018-07-04,82.76,,77.54,28.20
550,RPM00098646,2018-07-05,81.32,90.68,,27.40
551,RPM00098646,2018-07-06,83.48,89.60,75.74,28.60
552,RPM00098646,2018-07-07,83.12,91.04,,28.40
553,RPM00098646,2018-07-08,81.86,91.04,,27.70
554,RPM00098646,2018-07-09,84.38,91.58,75.56,29.10
555,RPM00098646,2018-07-10,82.76,91.40,78.26,28.20
556,RPM00098646,2018-07-11,84.38,91.40,78.26,29.10
557,RPM00098646,2018-07-12,82.94,,78.26,28.30
558,RPM00098646,2018-07-13,80.60,88.16,,27.00
559,RPM00098646,2018-07-14,83.12,90.32,74.30,28.40
560,RPM00098646,2018-07-15,81.14,90.32,,27.30
561,RPM00098646,2018-07-16,83.12,88.52,77.18,28.40
562,RPM00098646,2018-07-17,83.66,89.60,78.98,28.70
563,RPM00098646,2018-07-18,85.28,92.48,,29.60
564,RPM00098646,2018-07-19,82.58,92.12,,28.10
565,RPM00098646,2018-07-20,84.02,92.30,77.54,28.90
566,RPM00098646,2018-07-21,85.64,91.58,,29.80
567,RPM00098646,2018-07-22,82.76,89.96,77.72,28.20
568,RPM00098646,2018-07-23,82.76,,,28.20
569,RPM00098646,2018-07-24,83.66,91.40,78.80,28.70
570,RPM00098646,2018-07-25,83.30,89.60,78.08,28.50
571,RPM00098646,2018-07-26,82.58,89.96,,28.10
572,RPM00098646,2018-07-27,82.40,90.32,,28.00
573,RPM00098646,2018-07-28,84.38,91.94,77.00,29.10
574,RPM00098646,2018-07-29,84.92,92.84,,29.40
575,RPM00098646,2018-07-30,83.84,91.40,78.80,28.80
576,RPM00098646,2018-07-31,82.40,90.14,,28.00
577,RPM00098646,2018-08-01,82.58,89.96,75.56,28.10
578,RPM00098646,2018-08-02,82.04,89.78,78.08,27.80
579,RPM00098646,2018-08-03,82.40,88.88,77.54,28.00
580,RPM00098646,2018-08-04,80.78,87.62,,27.10
581,RPM00098646,2018-08-05,82.40,89.42,77.18,28.00
582,RPM00098646,2018-08-06,84.20,90.14,77.90,29.00
583,RPM00098646,2018-08-07,83.48,89.96,,28.60
584,RPM00098646,2018-08-08,82.40,90.68,,28.00
585,RPM00098646,2018-08-09,84.56,92.48,76.28,29.20
586,RPM00098646,2018-08-10,81.68,90.86,,27.60
587,RPM00098646,2018-08-11,84.56,,75.02,29.20
588,RPM00098646,2018-08-12,84.92,90.86,78.98,29.40
589,RPM00098646,2018-08-13,85.28,90.86,79.70,29.60
590,RPM00098646,2018-08-14,84.74,92.12,,29.30
591,RPM00098646,2018-08-15,85.82,92.48,78.98,29.90
592,RPM00098646,2018-08-16,85.10,92.12,,29.50
593,RPM00098646,2018-08-17,83.48,91.94,,28.60
594,RPM00098646,2018-08-18,82.22,91.04,78.44,27.90
595,RPM00098646,2018-08-19,84.38,93.56,,29.10
596,RPM00098646,2018-08-20,85.46,93.20,77.36,29.70
597,RPM00098646,2018-08-21,85.64,93.56,79.88,29.80
598,RPM00098646,2018-08-22,84.74,94.28,,29.30
599,RPM00098646,2018-08-23,85.82,95.36,79.52,29.90
600,RPM00098646,2018-08-24,85.28,94.28,,29.60
601,RPM00098646,2018-08-25,84.38,93.20,79.34,29.10
602,RPM00098646,2018-08-26,83.12,90.68,,28.40
603,RPM00098646,2018-08-27,83.66,91.40,,28.70
604,RPM00098646,2018-08-28,83.30,92.12,,28.50
605,RPM00098646,2018-08-29,83.48,90.86,,28.60
606,RPM00098646,2018-08-30,81.14,91.76,,27.30
607,RPM00098646,2018-08-31,77.72,81.50,,25.40
608,RPM00098646,2018-09-01,80.78,,75.20,27.10
609,RPM00098646,2018-09-02,83.66,88.70,76.82,28.70
610,RPM00098646,2018-09-03,82.76,89.78,,28.20
611,RPM00098646,2018-09-04,81.68,90.68,,27.60
612,RPM00098646,2018-09-05,81.32,86.90,76.46,27.40
613,RPM00098646,2018-09-06,81.32,87.44,,27.40
614,RPM00098646,2018-09-07,84.02,92.30,77.54,28.90
615,RPM00098646,2018-09-08,83.48,92.66,,28.60
616,RPM00098646,2018-09-09,81.14,90.68,,27.30
617,RPM00098646,2018-09-10,83.66,91.94,72.86,28.70
618,RPM00098646,2018-09-11,81.86,89.60,77.72,27.70
619,RPM00098646,2018-09-12,82.76,90.32,78.80,28.20
620,RPM00098646,2018-09-13,83.12,90.32,,28.40
621,RPM00098646,2018-09-14,80.96,85.28,77.00,27.20
622,RPM00098646,2018-09-15,82.94,88.52,77.36,28.30
623,RPM00098646,2018-09-16,82.94,90.50,,28.30
624,RPM00098646,2018-09-17,80.42,,,26.90
625,RPM00098646,2018-09-18,82.22,89.60,,27.90
626,RPM00098646,2018-09-19,81.86,87.80,,27.70
627,RPM00098646,2018-09-20,80.06,83.84,76.10,26.70
628,RPM00098646,2018-09-21,80.42,,,26.90
629,RPM00098646,2018-09-22,79.88,87.80,74.48,26.60
630,RPM00098646,2018-09-23,81.32,88.34,75.56,27.40
631,RPM00098646,2018-09-24,83.48,89.60,75.92,28.60
632,RPM00098646,2018-09-25,84.02,91.76,78.44,28.90
633,RPM00098646,2018-09-26,83.30,90.68,,28.50
634,RPM00098646,2018-09-27,82.58,90.32,76.82,28.10
635,RPM00098646,2018-09-28,82.76,89.60,,28.20
636,RPM00098646,2018-09-29,84.20,90.32,78.08,29.00
637,RPM00098646,2018-09-30,84.74,92.30,79.16,29.30
638,RPM00098646,2018-10-01,80.24,90.50,,26.80
639,RPM00098646,2018-10-02,82.22,90.32,75.56,27.90
640,RPM00098646,2018-10-03,80.78,88.34,,27.10
641,RPM00098646,2018-10-04,81.86,90.32,75.92,27.70
642,RPM00098646,2018-10-05,82.58,91.76,,28.10
643,RPM00098646,2018-10-06,83.12,,74.66,28.40
644,RPM00098646,2018-10-07,83.84,91.94,,28.80
645,RPM00098646,2018-10-08,83.66,89.78,77.72,28.70
646,RPM00098646,2018-10-09,83.66,90.68,,28.70
647,RPM00098646,2018-10-10,83.84,89.60,76.64,28.80
648,RPM00098646,2018-10-11,85.28,89.96,79.16,29.60
649,RPM00098646,2018-10-12,84.92,90.68,,29.40
650,RPM00098646,2018-10-13,83.48,,,28.60
651,RPM00098646,2018-10-14,83.66,91.40,,28.70
652,RPM00098646,2018-10-15,82.58,87.80,74.66,28.10
653,RPM00098646,2018-10-16,81.68,,,27.60
654,RPM00098646,2018-10-17,82.58,88.16,77.00,28.10
655,RPM00098646,2018-10-18,83.12,89.60,78.08,28.40
656,RPM00098646,2018-10-19,82.22,89.60,,27.90
657,RPM00098646,2018-10-20,81.68,89.60,75.56,27.60
658,RPM00098646,2018-10-21,82.76,88.70,77.00,28.20
659,RPM00098646,2018-10-22,82.76,88.88,76.28,28.20
660,RPM00098646,2018-10-23,82.22,89.42,,27.90
661,RPM00098646,2018-10-24,82.76,89.60,75.38,28.20
662,RPM00098646,2018-10-25,83.12,89.60,76.10,28.40
663,RPM00098646,2018-10-26,83.48,89.60,78.44,28.60
664,RPM00098646,2018-10-27,83.12,90.14,,28.40
665,RPM00098646,2018-10-28,81.14,89.60,76.64,27.30
666,RPM00098646,2018-10-29,81.68,89.42,75.74,27.60
667,RPM00098646,2018-10-30,82.58,89.60,,28.10
668,RPM00098646,2018-10-31,83.30,90.32,76.82,28.50
669,RPM00098646,2018-11-01,84.74,90.14,77.90,29.30
670,RPM00098646,2018-11-02,84.38,89.60,,29.10
671,RPM00098646,2018-11-03,82.40,88.70,,28.00
672,RPM00098646,2018-11-04,82.58,88.16,76.28,28.10
673,RPM00098646,2018-11-05,80.96,84.20,,27.20
674,RPM00098646,2018-11-06,81.86,85.46,,27.70
675,RPM00098646,2018-11-07,83.12,,,28.40
676,RPM00098646,2018-11-08,83.12,88.88,76.46,28.40
677,RPM00098646,2018-11-09,82.76,89.96,77.18,28.20
678,RPM00098646,2018-11-10,80.96,84.74,,27.20
679,RPM00098646,2018-11-11,82.40,88.70,77.00,28.00
680,RPM00098646,2018-11-12,81.32,87.80,77.72,27.40
681,RPM00098646,2018-11-13,81.86,88.16,,27.70
682,RPM00098646,2018-11-14,82.22,89.96,77.36,27.90
683,RPM00098646,2018-11-15,80.78,87.26,,27.10
684,RPM00098646,2018-11-16,82.40,,75.74,28.00
685,RPM00098646,2018-11-17,81.14,87.80,,27.30
686,RPM00098646,2018-11-18,81.68,86.90,75.38,27.60
687,RPM00098646,2018-11-19,79.34,86.18,,26.30
688,RPM00098646,2018-11-20,77.72,,72.86,25.40
689,RPM00098646,2018-11-21,80.24,85.28,75.02,26.80
690,RPM00098646,2018-11-22,81.32,,,27.40
691,RPM00098646,2018-11-23,81.32,,76.10,27.40
692,RPM00098646,2018-11-24,82.04,87.80,76.10,27.80
693,RPM00098646,2018-11-25,80.96,87.44,77.72,27.20
694,RPM00098646,2018-11-26,82.22,87.98,,27.90
695,RPM00098646,2018-11-27,82.22,89.78,75.38,27.90
696,RPM00098646,2018-11-28,82.94,88.16,76.82,28.30
697,RPM00098646,2018-11-29,82.58,87.26,77.54,28.10
698,RPM00098646,2018-11-30,80.42,86.00,,26.90
699,RPM00098646,2018-12-01,81.32,87.98,76.64,27.40
700,RPM00098646,2018-12-02,81.32,85.64,,27.40
701,RPM00098646,2018-12-03,81.68,,76.46,27.60
702,RPM00098646,2018-12-04,82.94,88.16,,28.30
703,RPM00098646,2018-12-05,83.12,87.98,77.72,28.40
704,RPM00098646,2018-12-06,82.40,87.80,77.72,28.00
705,RPM00098646,2018-12-07,80.78,87.80,,27.10
706,RPM00098646,2018-12-08,82.40,,,28.00
707,RPM00098646,2018-12-09,82.04,87.80,,27.80
708,RPM00098646,2018-12-10,82.40,,75.20,28.00
709,RPM00098646,2018-12-11,81.68,89.24,,27.60
710,RPM00098646,2018-12-12,81.32,88.16,77.00,27.40
711,RPM00098646,2018-12-13,80.42,87.44,77.72,26.90
712,RPM00098646,2018-12-14,82.22,89.06,77.72,27.90
713,RPM00098646,2018-12-15,80.96,87.08,,27.20
714,RPM00098646,2018-12-16,80.78,88.16,,27.10
715,RPM00098646,2018-12-17,81.86,88.52,73.40,27.70
716,RPM00098646,2018-12-18,81.14,85.64,77.00,27.30
717,RPM00098646,2018-12-19,81.14,88.34,,27.30
718,RPM00098646,2018-12-20,76.64,78.80,,24.80
719,RPM00098646,2018-12-21,80.24,84.56,,26.80
720,RPM00098646,2018-12-22,79.88,84.56,75.20,26.60
721,RPM00098646,2018-12-23,79.70,,,26.50
722,RPM00098646,2018-12-24,80.42,86.36,74.84,26.90
723,RPM00098646,2018-12-25,81.68,87.26,75.20,27.60
724,RPM00098646,2018-12-26,81.32,87.26,,27.40
725,RPM00098646,2018-12-27,81.32,86.72,,27.40
726,RPM00098646,2018-12-28,78.08,,,25.60
727,RPM00098646,2018-12-29,80.60,87.62,75.92,27.00
728,RPM00098646,2018-12-30,80.78,86.18,,27.10
729,RPM00098646,2018-12-31,82.04,86.72,75.56,27.80
730,RPM00098646,2019-01-01,82.22,,,27.90
731,RPM00098646,2019-01-02,81.68,,,27.60
732,RPM00098646,2019-01-03,80.42,87.08,76.10,26.90
733,RPM00098646,2019-01-04,77.00,80.60,,25.00
734,RPM00098646,2019-01-05,80.24,86.00,,26.80
735,RPM00098646,2019-01-06,79.70,85.64,,26.50
736,RPM00098646,2019-01-07,79.16,85.10,73.58,26.20
737,RPM00098646,2019-01-08,80.78,86.36,73.76,27.10
738,RPM00098646,2019-01-09,80.06,86.18,74.48,26.70
739,RPM00098646,2019-01-10,75.92,83.48,,24.40
740,RPM00098646,2019-01-11,79.70,86.00,72.32,26.50
741,RPM00098646,2019-01-12,80.96,87.08,73.94,27.20
742,RPM00098646,2019-01-13,80.96,86.18,,27.20
743,RPM00098646,2019-01-14,80.78,85.82,,27.10
744,RPM00098646,2019-01-15,80.24,86.90,,26.80
745,RPM00098646,2019-01-16,81.14,86.00,73.58,27.30
746,RPM00098646,2019-01-17,80.42,86.54,,26.90
747,RPM00098646,2019-01-18,79.16,85.10,76.64,26.20
748,RPM00098646,2019-01-19,80.24,85.64,77.00,26.80
749,RPM00098646,2019-01-20,79.70,83.84,76.46,26.50
750,RPM00098646,2019-01-21,80.06,86.72,,26.70
751,RPM00098646,2019-01-22,79.88,86.18,75.38,26.60
752,RPM00098646,2019-01-23,79.88,84.20,76.64,26.60
753,RPM00098646,2019-01-24,80.42,,,26.90
754,RPM00098646,2019-01-25,80.06,85.46,77.00,26.70
755,RPM00098646,2019-01-26,79.88,86.00,,26.60
756,RPM00098646,2019-01-27,79.34,84.20,,26.30
757,RPM00098646,2019-01-28,79.16,84.20,,26.20
758,RPM00098646,2019-01-29,78.44,,,25.80
759,RPM00098646,2019-01-30,80.24,85.28,73.22,26.80
760,RPM00098646,2019-01-31,79.88,84.56,,26.60
761,RPM00098646,2019-02-01,79.34,86.90,,26.30
762,RPM00098646,2019-02-02,77.72,84.56,,25.40
763,RPM00098646,2019-02-03,80.42,86.00,71.42,26.90
764,RPM00098646,2019-02-04,81.14,86.36,74.66,27.30
765,RPM00098646,2019-02-05,81.32,87.08,,27.40
766,RPM00098646,2019-02-06,78.98,85.64,,26.10
767,RPM00098646,2019-02-07,79.34,86.00,72.68,26.30
768,RPM00098646,2019-02-08,80.78,86.36,74.48,27.10
769,RPM00098646,2019-02-09,78.62,87.44,,25.90
770,RPM00098646,2019-02-10,79.70,,,26.50
771,RPM00098646,2019-02-11,80.42,87.08,73.40,26.90
772,RPM00098646,2019-02-12,79.52,84.92,,26.40
773,RPM00098646,2019-02-13,80.78,87.08,73.04,27.10
774,RPM00098646,2019-02-14,76.28,82.04,73.76,24.60
775,RPM00098646,2019-02-15,75.74,80.24,,24.30
776,RPM00098646,2019-02-16,79.52,84.74,73.22,26.40
777,RPM00098646,2019-02-17,80.42,,73.04,26.90
778,RPM00098646,2019-02-18,80.06,86.54,74.84,26.70
779,RPM00098646,2019-02-19,80.42,85.46,75.38,26.90
780,RPM00098646,2019-02-20,79.88,86.18,,26.60
781,RPM00098646,2019-02-21,78.98,86.90,72.86,26.10
782,RPM00098646,2019-02-22,79.34,86.18,72.14,26.30
783,RPM00098646,2019-02-23,80.24,86.54,73.22,26.80
784,RPM00098646,2019-02-24,80.06,,75.02,26.70
785,RPM00098646,2019-02-25,79.52,86.36,,26.40
786,RPM00098646,2019-02-26,78.62,84.74,,25.90
787,RPM00098646,2019-02-27,79.34,86.00,70.88,26.30
788,RPM00098646,2019-02-28,80.96,87.08,71.06,27.20
789,RPM00098646,2019-03-01,80.78,86.90,,27.10
790,RPM00098646,2019-03-02,81.14,87.26,74.66,27.30
791,RPM00098646,2019-03-03,82.04,89.06,75.02,27.80
792,RPM00098646,2019-03-04,82.04,88.34,,27.80
793,RPM00098646,2019-03-05,81.50,87.26,75.38,27.50
794,RPM00098646,2019-03-06,81.14,87.62,,27.30
795,RPM00098646,2019-03-07,81.14,87.62,,27.30
796,RPM00098646,2019-03-08,80.60,87.26,,27.00
797,RPM00098646,2019-03-09,80.78,88.88,73.40,27.10
798,RPM00098646,2019-03-10,80.78,89.60,73.40,27.10
799,RPM00098646,2019-03-11,81.50,88.88,72.68,27.50
800,RPM00098646,2019-03-12,80.96,88.16,,27.20
801,RPM00098646,2019-03-13,81.86,,72.68,27.70
802,RPM00098646,2019-03-14,81.32,89.42,72.86,27.40
803,RPM00098646,2019-03-15,80.96,89.06,72.32,27.20
804,RPM00098646,2019-03-16,81.50,89.96,,27.50
805,RPM00098646,2019-03-17,79.70,,,26.50
806,RPM00098646,2019-03-18,81.86,88.16,76.10,27.70
807,RPM00098646,2019-03-19,79.88,,,26.60
808,RPM00098646,2019-03-20,82.58,89.06,75.20,28.10
809,RPM00098646,2019-03-21,82.04,89.60,,27.80
810,RPM00098646,2019-03-22,81.32,,74.48,27.40
811,RPM00098646,2019-03-23,82.94,,73.94,28.30
812,RPM00098646,2019-03-24,82.58,,,28.10
813,RPM00098646,2019-03-25,81.32,88.34,,27.40
814,RPM00098646,2019-03-26,81.32,89.06,74.66,27.40
815,RPM00098646,2019-03-27,77.90,84.20,,25.50
816,RPM00098646,2019-03-28,82.94,89.60,74.12,28.30
817,RPM00098646,2019-03-29,80.78,89.96,,27.10
818,RPM00098646,2019-03-30,81.68,,73.22,27.60
819,RPM00098646,2019-03-31,81.86,89.06,73.22,27.70
820,RPM00098646,2019-04-01,81.32,87.44,74.84,27.40
821,RPM00098646,2019-04-02,82.04,87.98,,27.80
822,RPM00098646,2019-04-03,81.86,89.06,,27.70
823,RPM00098646,2019-04-04,82.22,89.42,74.48,27.90
824,RPM00098646,2019-04-05,83.48,89.06,75.92,28.60
825,RPM00098646,2019-04-06,81.68,88.34,78.26,27.60
826,RPM00098646,2019-04-07,84.74,91.58,77.72,29.30
827,RPM00098646,2019-04-08,81.50,88.70,78.08,27.50
828,RPM00098646,2019-04-09,80.24,87.26,,26.80
829,RPM00098646,2019-04-10,82.22,88.34,77.90,27.90
830,RPM00098646,2019-04-11,83.84,,79.16,28.80
831,RPM00098646,2019-04-12,84.92,92.84,,29.40
832,RPM00098646,2019-04-13,83.84,,,28.80
833,RPM00098646,2019-04-14,83.12,90.50,76.46,28.40
834,RPM00098646,2019-04-15,83.48,92.12,,28.60
835,RPM00098646,2019-04-16,84.20,92.30,75.92,29.00
836,RPM00098646,2019-04-17,83.48,91.94,76.28,28.60
837,RPM00098646,2019-04-18,84.74,93.92,77.54,29.30
838,RPM00098646,2019-04-19,84.38,91.40,78.26,29.10
839,RPM00098646,2019-04-20,84.56,94.28,,29.20
840,RPM00098646,2019-04-21,84.38,,76.64,29.10
841,RPM00098646,2019-04-22,84.20,90.68,75.92,29.00
842,RPM00098646,2019-04-23,84.38,90.14,78.44,29.10
843,RPM00098646,2019-04-24,84.38,91.94,,29.10
844,RPM00098646,2019-04-25,83.84,90.50,76.46,28.80
845,RPM00098646,2019-04-26,84.74,92.48,77.90,29.30
846,RPM00098646,2019-04-27,84.38,91.22,77.72,29.10
847,RPM00098646,2019-04-28,83.66,92.30,,28.70
848,RPM00098646,2019-04-29,84.74,92.48,77.54,29.30
849,RPM00098646,2019-04-30,85.64,92.30,78.08,29.80
850,RPM00098646,2019-05-01,84.74,91.04,,29.30
851,RPM00098646,2019-05-02,85.28,93.38,80.78,29.60
852,RPM00098646,2019-05-03,85.28,93.74,,29.60
853,RPM00098646,2019-05-04,85.28,95.18,,29.60
854,RPM00098646,2019-05-05,84.74,91.76,,29.30
855,RPM00098646,2019-05-06,86.54,95.36,78.80,30.30
856,RPM00098646,2019-05-07,86.36,94.46,,30.20
857,RPM00098646,2019-05-08,86.54,96.80,79.16,30.30
858,RPM00098646,2019-05-09,83.84,91.76,,28.80
859,RPM00098646,2019-05-10,85.82,95.18,79.70,29.90
860,RPM00098646,2019-05-11,85.46,91.40,80.24,29.70
861,RPM00098646,2019-05-12,87.08,95.54,80.42,30.60
862,RPM00098646,2019-05-13,87.98,95.54,80.60,31.10
863,RPM00098646,2019-05-14,87.08,95.18,80.42,30.60
864,RPM00098646,2019-05-15,86.54,94.82,,30.30
865,RPM00098646,2019-05-16,87.08,95.36,,30.60
866,RPM00098646,2019-05-17,84.20,93.20,77.36,29.00
867,RPM00098646,2019-05-18,86.18,95.00,79.34,30.10
868,RPM00098646,2019-05-19,86.36,94.64,80.06,30.20
869,RPM00098646,2019-05-20,86.54,96.26,,30.30
870,RPM00098646,2019-05-21,85.28,93.38,,29.60
871,RPM00098646,2019-05-22,85.64,95.90,,29.80
872,RPM00098646,2019-05-23,83.84,92.48,,28.80
873,RPM00098646,2019-05-24,84.92,93.56,79.16,29.40
874,RPM00098646,2019-05-25,85.28,92.30,80.06,29.60
875,RPM00098646,2019-05-26,86.18,93.02,80.24,30.10
876,RPM00098646,2019-05-27,86.54,,80.24,30.30
877,RPM00098646,2019-05-28,86.36,94.46,,30.20
878,RPM00098646,2019-05-29,87.26,93.92,79.70,30.70
879,RPM00098646,2019-05-30,87.08,92.48,81.14,30.60
880,RPM00098646,2019-05-31,87.26,,82.22,30.70
881,RPM00098646,2019-06-01,86.54,,81.86,30.30
882,RPM00098646,2019-06-02,86.36,,82.04,30.20
883,RPM00098646,2019-06-03,87.26,95.00,81.68,30.70
884,RPM00098646,2019-06-04,85.64,94.64,,29.80
885,RPM00098646,2019-06-05,83.12,92.84,,28.40
886,RPM00098646,2019-06-06,83.66,91.58,76.46,28.70
887,RPM00098646,2019-06-07,86.18,93.56,80.60,30.10
888,RPM00098646,2019-06-08,85.64,93.38,79.52,29.80
889,RPM00098646,2019-06-09,84.56,92.12,,29.20
890,RPM00098646,2019-06-10,85.82,93.92,,29.90
891,RPM00098646,2019-06-11,86.54,94.64,78.26,30.30
892,RPM00098646,2019-06-12,87.08,94.64,81.32,30.60
893,RPM00098646,2019-06-13,87.08,,,30.60
894,RPM00098646,2019-06-14,85.10,95.00,,29.50
895,RPM00098646,2019-06-15,86.00,94.64,79.88,30.00
896,RPM00098646,2019-06-16,86.36,93.74,,30.20
897,RPM00098646,2019-06-17,86.36,93.38,79.52,30.20
898,RPM00098646,2019-06-18,87.26,94.10,80.60,30.70
899,RPM00098646,2019-06-19,87.08,94.46,81.32,30.60
900,RPM00098646,2019-06-20,86.36,95.00,,30.20
901,RPM00098646,2019-06-21,86.54,93.74,80.42,30.30
902,RPM00098646,2019-06-22,86.18,95.00,79.88,30.10
903,RPM00098646,2019-06-23,82.04,93.02,,27.80
904,RPM00098646,2019-06-24,82.40,90.86,74.48,28.00
905,RPM00098646,2019-06-25,85.82,93.56,75.02,29.90
906,RPM00098646,2019-06-26,84.02,92.84,,28.90
907,RPM00098646,2019-06-27,84.92,91.76,,29.40
908,RPM00098646,2019-06-28,84.56,90.68,,29.20
909,RPM00098646,2019-06-29,84.38,93.20,,29.10
910,RPM00098646,2019-06-30,82.94,89.78,78.98,28.30
911,RPM00098646,2019-07-01,83.30,90.14,,28.50
912,RPM00098646,2019-07-02,83.48,90.86,77.36,28.60
913,RPM00098646,2019-07-03,82.76,92.48,,28.20
914,RPM00098646,2019-07-04,81.32,89.78,74.48,27.40
