,STATION,DATE,TEMP,MAX,MIN,CELSIUS
2356,RP000098755,2019-06-16,84.38,94.10,76.28,29.10
2357,RP000098755,2019-06-17,82.76,90.32,,28.20
2358,RP000098755,2019-06-18,82.94,92.66,75.38,28.30
2359,RP000098755,2019-06-19,83.30,90.32,76.82,28.50
2360,RP000098755,2019-06-20,84.92,93.38,76.82,29.40
2361,RP000098755,2019-06-21,82.40,92.48,,28.00
2362,RP000098755,2019-06-22,80.06,84.20,74.48,26.70
2363,RP000098755,2019-06-23,80.42,92.84,,26.90
2364,RP000098755,2019-06-24,80.42,91.58,75.38,26.90
2365,RP000098755,2019-06-25,83.30,92.48,74.12,28.50
2366,RP000098755,2019-06-26,82.94,93.56,76.82,28.30
2367,RP000098755,2019-06-27,80.42,92.30,,26.90
2368,RP000098755,2019-06-28,82.22,90.50,74.84,27.90
2369,RP000098755,2019-06-29,82.04,90.50,,27.80
2370,RP000098755,2019-06-30,82.76,92.30,77.00,28.20
2371,RP000098755,2019-07-01,81.50,88.70,,27.50
2372,RP000098755,2019-07-02,81.32,91.58,75.20,27.40
2373,RP000098755,2019-07-03,80.42,89.42,,26.90
2374,RP000098755,2019-07-04,81.68,89.60,75.20,27.60
2375,RP000098755,2019-07-05,81.68,89.96,,27.60
2376,RP000098755,2019-07-06,83.48,93.20,75.20,28.60
2377,RP000098755,2019-07-07,83.48,92.30,76.10,28.60
2378,RP000098755,2019-07-08,82.76,94.46,,28.20
2379,RP000098755,2019-07-09,80.24,87.08,74.30,26.80
2380,RP000098755,2019-07-10,81.14,90.32,74.84,27.30
2381,RP000098755,2019-07-11,81.50,90.32,74.30,27.50
2382,RP000098755,2019-07-12,80.78,89.42,74.48,27.10
2383,RP000098755,2019-07-13,80.06,86.90,76.10,26.70
2384,RP000098755,2019-07-14,79.16,86.00,,26.20
2385,RP000098755,2019-07-15,81.68,91.04,75.02,27.60
2386,RP000098755,2019-07-16,84.38,93.92,77.54,29.10
2387,RP000098755,2019-07-17,82.76,92.12,,28.20
2388,RP000098755,2019-07-18,84.20,92.12,75.02,29.00
2389,RP000098755,2019-07-19,84.02,93.02,75.56,28.90
2390,RP000098755,2019-07-20,84.56,93.92,74.66,29.20
2391,RP000098755,2019-07-21,84.20,93.74,,29.00
2392,RP000098755,2019-07-22,82.58,96.44,,28.10
2393,RP000098755,2019-07-23,79.88,93.02,74.84,26.60
2394,RP000098755,2019-07-24,81.14,92.12,73.40,27.30
2395,RP000098755,2019-07-25,79.88,95.36,,26.60
2396,RP000098755,2019-07-26,82.76,94.46,73.04,28.20
2397,RP000098755,2019-07-27,82.94,89.42,74.12,28.30
2398,RP000098755,2019-07-28,80.24,89.60,,26.80
2399,RP000098755,2019-07-29,80.42,86.90,74.84,26.90
2400,RP000098755,2019-07-30,82.76,92.48,75.92,28.20
2401,RP000098755,2019-07-31,82.04,88.88,75.92,27.80
2402,RP000098755,2019-08-01,83.30,90.32,76.64,28.50
2403,RP000098755,2019-08-02,82.94,89.78,78.08,28.30
2404,RP000098755,2019-08-03,84.20,93.56,77.90,29.00
2405,RP000098755,2019-08-04,84.74,95.72,78.80,29.30
2406,RP000098755,2019-08-05,86.54,97.34,78.26,30.30
2407,RP000098755,2019-08-06,85.28,95.00,79.16,29.60
2408,RP000098755,2019-08-07,85.82,96.62,,29.90
2409,RP000098755,2019-08-08,84.56,95.54,77.72,29.20
2410,RP000098755,2019-08-09,86.18,95.00,77.00,30.10
2411,RP000098755,2019-08-10,84.74,95.72,75.56,29.30
2412,RP000098755,2019-08-11,86.18,95.72,77.90,30.10
2413,RP000098755,2019-08-12,86.00,95.54,77.00,30.00
2414,RP000098755,2019-08-13,81.14,92.48,,27.30
2415,RP000098755,2019-08-14,83.84,93.56,74.84,28.80
2416,RP000098755,2019-08-15,84.38,92.30,77.00,29.10
2417,RP000098755,2019-08-16,82.94,94.10,,28.30
2418,RP000098755,2019-08-17,80.96,90.14,74.30,27.20
2419,RP000098755,2019-08-18,83.12,91.76,75.20,28.40
2420,RP000098755,2019-08-19,82.94,92.84,,28.30
2421,RP000098755,2019-08-20,81.14,96.62,,27.30
2422,RP000098755,2019-08-21,81.50,93.02,73.58,27.50
2423,RP000098755,2019-08-22,83.48,96.62,77.00,28.60
2424,RP000098755,2019-08-23,84.02,94.64,,28.90
2425,RP000098755,2019-08-24,83.66,90.50,77.00,28.70
2426,RP000098755,2019-08-25,83.12,91.76,77.00,28.40
2427,RP000098755,2019-08-26,83.48,92.12,75.56,28.60
2428,RP000098755,2019-08-27,84.38,95.36,78.44,29.10
2429,RP000098755,2019-08-28,83.84,90.50,,28.80
2430,RP000098755,2019-08-29,80.60,89.78,,27.00
2431,RP000098755,2019-08-30,81.32,91.40,74.30,27.40
2432,RP000098755,2019-08-31,79.88,91.58,75.20,26.60
2433,RP000098755,2019-09-01,79.34,91.40,75.20,26.30
2434,RP000098755,2019-09-02,81.86,94.10,75.20,27.70
2435,RP000098755,2019-09-03,82.22,90.14,74.84,27.90
2436,RP000098755,2019-09-04,83.66,91.40,73.76,28.70
2437,RP000098755,2019-09-05,83.48,94.28,,28.60
2438,RP000098755,2019-09-06,86.00,95.00,77.00,30.00
2439,RP000098755,2019-09-07,84.38,95.00,76.10,29.10
2440,RP000098755,2019-09-08,82.76,91.40,76.28,28.20
2441,RP000098755,2019-09-09,84.56,92.12,76.10,29.20
2442,RP000098755,2019-09-10,84.56,92.48,77.00,29.20
2443,RP000098755,2019-09-11,84.74,94.64,77.90,29.30
2444,RP000098755,2019-09-12,84.02,91.76,78.62,28.90
2445,RP000098755,2019-09-13,85.82,95.90,77.90,29.90
2446,RP000098755,2019-09-14,86.54,96.44,,30.30
2447,RP000098755,2019-09-15,84.02,96.62,,28.90
2448,RP000098755,2019-09-16,83.66,91.40,75.56,28.70
2449,RP000098755,2019-09-17,83.30,90.86,77.00,28.50
2450,RP000098755,2019-09-18,82.58,90.68,77.18,28.10
2451,RP000098755,2019-09-19,82.94,91.04,76.28,28.30
2452,RP000098755,2019-09-20,82.94,91.22,76.10,28.30
2453,RP000098755,2019-09-21,81.32,89.96,,27.40
2454,RP000098755,2019-09-22,82.22,90.68,72.50,27.90
2455,RP000098755,2019-09-23,80.96,,,27.20
2456,RP000098755,2019-09-24,81.32,89.60,72.68,27.40
2457,RP000098755,2019-09-25,82.76,91.40,74.12,28.20
2458,RP000098755,2019-09-26,83.84,92.30,76.82,28.80
2459,RP000098755,2019-09-27,83.66,91.22,76.82,28.70
2460,RP000098755,2019-09-28,82.76,92.66,,28.20
2461,RP000098755,2019-09-29,83.30,93.56,73.22,28.50
2462,RP000098755,2019-09-30,82.22,92.12,74.12,27.90
2463,RP000098755,2019-10-01,82.76,90.50,73.94,28.20
2464,RP000098755,2019-10-02,82.22,91.04,75.20,27.90
2465,RP000098755,2019-10-03,82.22,93.02,74.84,27.90
2466,RP000098755,2019-10-04,82.94,92.66,74.12,28.30
2467,RP000098755,2019-10-05,81.86,88.70,75.20,27.70
2468,RP000098755,2019-10-06,81.86,,74.48,27.70
2469,RP000098755,2019-10-07,82.76,89.96,75.20,28.20
2470,RP000098755,2019-10-08,81.68,92.84,,27.60
2471,RP000098755,2019-10-09,80.42,90.68,73.40,26.90
2472,RP000098755,2019-10-10,79.16,88.88,,26.20
2473,RP000098755,2019-10-11,80.78,90.32,73.76,27.10
2474,RP000098755,2019-10-12,81.32,88.70,74.48,27.40
2475,RP000098755,2019-10-13,79.88,87.80,,26.60
2476,RP000098755,2019-10-14,81.32,89.96,73.04,27.40
2477,RP000098755,2019-10-15,81.32,89.24,75.20,27.40
2478,RP000098755,2019-10-16,82.04,89.24,75.02,27.80
2479,RP000098755,2019-10-17,81.86,90.86,75.38,27.70
2480,RP000098755,2019-10-18,81.86,88.88,75.20,27.70
2481,RP000098755,2019-10-19,82.40,88.88,74.48,28.00
2482,RP000098755,2019-10-20,82.58,87.62,75.74,28.10
2483,RP000098755,2019-10-21,82.94,90.86,76.28,28.30
2484,RP000098755,2019-10-22,83.48,91.04,75.92,28.60
2485,RP000098755,2019-10-23,81.86,90.32,,27.70
2486,RP000098755,2019-10-24,82.58,90.68,74.12,28.10
2487,RP000098755,2019-10-25,81.14,89.60,75.20,27.30
2488,RP000098755,2019-10-26,79.34,88.88,,26.30
2489,RP000098755,2019-10-27,78.44,83.12,73.40,25.80
2490,RP000098755,2019-10-28,82.22,89.60,74.84,27.90
2491,RP000098755,2019-10-29,81.50,86.90,75.02,27.50
2492,RP000098755,2019-10-30,76.46,80.96,,24.70
2493,RP000098755,2019-10-31,78.44,84.92,72.86,25.80
2494,RP000098755,2019-11-01,80.42,89.42,73.94,26.90
2495,RP000098755,2019-11-02,81.68,90.14,,27.60
2496,RP000098755,2019-11-03,81.14,93.20,,27.30
2497,RP000098755,2019-11-04,81.14,90.86,74.12,27.30
2498,RP000098755,2019-11-05,82.58,92.12,,28.10
2499,RP000098755,2019-11-06,81.86,92.12,74.30,27.70
2500,RP000098755,2019-11-07,86.36,94.28,74.30,30.20
2501,RP000098755,2019-11-08,79.70,89.06,,26.50
2502,RP000098755,2019-11-09,80.96,89.42,73.40,27.20
2503,RP000098755,2019-11-10,82.58,93.38,74.30,28.10
2504,RP000098755,2019-11-11,80.78,90.68,75.56,27.10
2505,RP000098755,2019-11-12,79.52,88.70,75.20,26.40
2506,RP000098755,2019-11-13,81.86,88.70,75.02,27.70
2507,RP000098755,2019-11-14,82.04,94.10,,27.80
2508,RP000098755,2019-11-15,83.12,94.10,74.30,28.40
2509,RP000098755,2019-11-16,84.20,95.36,75.56,29.00
2510,RP000098755,2019-11-17,82.04,90.50,75.02,27.80
2511,RP000098755,2019-11-18,82.40,90.50,74.30,28.00
2512,RP000098755,2019-11-19,81.14,88.88,,27.30
2513,RP000098755,2019-11-20,82.04,91.76,74.84,27.80
2514,RP000098755,2019-11-21,82.22,89.96,74.30,27.90
2515,RP000098755,2019-11-22,80.42,88.16,75.38,26.90
2516,RP000098755,2019-11-23,82.58,88.16,74.84,28.10
2517,RP000098755,2019-11-24,79.52,85.46,75.20,26.40
2518,RP000098755,2019-11-25,81.50,89.78,74.30,27.50
2519,RP000098755,2019-11-26,81.68,87.98,76.10,27.60
2520,RP000098755,2019-11-27,79.34,84.74,,26.30
2521,RP000098755,2019-11-28,81.86,89.24,74.48,27.70
2522,RP000098755,2019-11-29,78.62,85.10,75.56,25.90
2523,RP000098755,2019-11-30,80.96,89.60,,27.20
2524,RP000098755,2019-12-01,80.96,89.60,72.68,27.20
2525,RP000098755,2019-12-02,82.76,93.20,74.48,28.20
2526,RP000098755,2019-12-03,82.94,90.68,73.22,28.30
2527,RP000098755,2019-12-04,82.58,88.34,75.92,28.10
2528,RP000098755,2019-12-05,82.22,91.40,,27.90
2529,RP000098755,2019-12-06,81.86,87.98,76.28,27.70
2530,RP000098755,2019-12-07,81.68,89.06,,27.60
2531,RP000098755,2019-12-08,82.94,89.78,75.20,28.30
2532,RP000098755,2019-12-09,81.86,90.32,74.84,27.70
2533,RP000098755,2019-12-10,80.06,86.18,,26.70
2534,RP000098755,2019-12-11,80.96,87.62,73.40,27.20
2535,RP000098755,2019-12-12,80.60,84.56,76.10,27.00
2536,RP000098755,2019-12-13,76.64,82.04,74.30,24.80
2537,RP000098755,2019-12-14,78.08,84.20,73.58,25.60
2538,RP000098755,2019-12-15,78.26,85.64,73.76,25.70
2539,RP000098755,2019-12-16,78.98,86.54,75.02,26.10
2540,RP000098755,2019-12-17,75.92,80.60,,24.40
2541,RP000098755,2019-12-18,78.62,84.92,71.60,25.90
2542,RP000098755,2019-12-19,77.54,85.10,73.22,25.30
2543,RP000098755,2019-12-20,78.44,85.10,72.50,25.80
2544,RP000098755,2019-12-21,77.54,85.64,,25.30
2545,RP000098755,2019-12-22,77.54,85.46,73.58,25.30
2546,RP000098755,2019-12-23,81.14,89.06,72.32,27.30
2547,RP000098755,2019-12-24,78.26,86.00,,25.70
2548,RP000098755,2019-12-25,79.88,84.38,72.68,26.60
2549,RP000098755,2019-12-26,81.14,88.70,,27.30
2550,RP000098755,2019-12-27,82.76,86.54,76.46,28.20
2551,RP000098755,2019-12-28,80.78,85.82,,27.10
2552,RP000098755,2019-12-29,80.60,86.54,72.68,27.00
2553,RP000098755,2019-12-30,80.42,85.28,70.88,26.90
2554,RP000098755,2019-12-31,82.22,86.54,75.38,27.90
2555,RP000098755,2020-01-01,82.58,86.90,76.28,28.10
2556,RP000098755,2020-01-02,82.58,86.54,77.90,28.10
2557,RP000098755,2020-01-03,81.32,86.90,,27.40
2558,RP000098755,2020-01-04,80.06,86.36,73.58,26.70
2559,RP000098755,2020-01-05,77.72,83.48,72.50,25.40
2560,RP000098755,2020-01-06,80.42,85.82,72.68,26.90
2561,RP000098755,2020-01-07,79.34,86.00,74.30,26.30
2562,RP000098755,2020-01-08,79.16,86.00,74.30,26.20
2563,RP000098755,2020-01-09,79.34,85.64,,26.30
2564,RP000098755,2020-01-10,79.88,86.18,,26.60
2565,RP000098755,2020-01-11,80.24,,75.20,26.80
2566,RP000098755,2020-01-12,77.54,82.40,,25.30
2567,RP000098755,2020-01-13,80.96,87.26,73.76,27.20
2568,RP000098755,2020-01-14,80.78,87.80,73.40,27.10
2569,RP000098755,2020-01-15,81.32,88.52,74.48,27.40
2570,RP000098755,2020-01-16,81.14,88.70,,27.30
2571,RP000098755,2020-01-17,78.98,89.42,,26.10
2572,RP000098755,2020-01-18,79.34,88.16,70.34,26.30
2573,RP000098755,2020-01-19,80.24,85.64,71.60,26.80
2574,RP000098755,2020-01-20,80.96,86.72,75.38,27.20
2575,RP000098755,2020-01-21,78.80,87.08,,26.00
2576,RP000098755,2020-01-22,79.34,84.92,72.86,26.30
2577,RP000098755,2020-01-23,80.24,85.46,74.66,26.80
2578,RP000098755,2020-01-24,80.78,85.82,74.66,27.10
2579,RP000098755,2020-01-25,78.08,82.40,76.10,25.60
2580,RP000098755,2020-01-26,77.00,81.14,,25.00
2581,RP000098755,2020-01-27,81.14,,73.40,27.30
2582,RP000098755,2020-01-28,81.86,87.26,75.92,27.70
2583,RP000098755,2020-01-29,80.42,85.64,,26.90
2584,RP000098755,2020-01-30,80.24,85.10,74.84,26.80
2585,RP000098755,2020-01-31,80.60,86.90,,27.00
2586,RP000098755,2020-02-01,78.26,81.32,73.40,25.70
2587,RP000098755,2020-02-02,77.90,83.84,,25.50
2588,RP000098755,2020-02-03,76.82,84.56,,24.90
2589,RP000098755,2020-02-04,78.26,86.18,68.54,25.70
2590,RP000098755,2020-02-05,80.24,89.24,71.42,26.80
2591,RP000098755,2020-02-06,79.34,86.54,75.02,26.30
2592,RP000098755,2020-02-07,81.14,86.18,76.82,27.30
2593,RP000098755,2020-02-08,80.06,85.10,,26.70
2594,RP000098755,2020-02-09,80.06,86.90,71.60,26.70
2595,RP000098755,2020-02-10,81.86,86.00,74.30,27.70
2596,RP000098755,2020-02-11,79.52,85.46,,26.40
2597,RP000098755,2020-02-12,80.78,84.74,73.94,27.10
2598,RP000098755,2020-02-13,80.96,85.28,75.20,27.20
2599,RP000098755,2020-02-14,81.86,85.64,75.20,27.70
2600,RP000098755,2020-02-15,80.06,86.18,,26.70
2601,RP000098755,2020-02-16,80.06,85.82,74.48,26.70
2602,RP000098755,2020-02-17,79.16,84.74,,26.20
2603,RP000098755,2020-02-18,78.44,87.08,73.76,25.80
2604,RP000098755,2020-02-19,79.34,85.64,73.04,26.30
2605,RP000098755,2020-02-20,81.50,86.00,72.50,27.50
2606,RP000098755,2020-02-21,80.42,86.54,,26.90
2607,RP000098755,2020-02-22,78.98,86.90,71.78,26.10
2608,RP000098755,2020-02-23,81.32,87.26,73.40,27.40
2609,RP000098755,2020-02-24,80.96,86.36,74.84,27.20
2610,RP000098755,2020-02-25,79.88,84.92,,26.60
2611,RP000098755,2020-02-26,79.34,85.10,73.76,26.30
2612,RP000098755,2020-02-27,78.44,85.10,74.30,25.80
2613,RP000098755,2020-02-28,81.86,85.82,74.30,27.70
2614,RP000098755,2020-02-29,80.24,86.18,,26.80
2615,RP000098755,2020-03-01,79.52,87.08,72.68,26.40
2616,RP000098755,2020-03-02,79.52,84.92,,26.40
2617,RP000098755,2020-03-03,79.34,85.46,70.52,26.30
2618,RP000098755,2020-03-04,81.68,88.52,74.48,27.60
2619,RP000098755,2020-03-05,80.24,86.72,76.28,26.80
2620,RP000098755,2020-03-06,82.04,89.42,76.64,27.80
2621,RP000098755,2020-03-07,83.48,89.24,77.72,28.60
2622,RP000098755,2020-03-08,80.78,,,27.10
2623,RP000098755,2020-03-09,80.42,85.64,72.50,26.90
2624,RP000098755,2020-03-10,78.44,85.82,,25.80
2625,RP000098755,2020-03-11,80.78,,69.44,27.10
2626,RP000098755,2020-03-12,80.42,86.90,,26.90
2627,RP000098755,2020-03-13,78.80,,74.30,26.00
2628,RP000098755,2020-03-14,77.72,87.80,72.50,25.40
2629,RP000098755,2020-03-15,80.96,88.70,71.60,27.20
2630,RP000098755,2020-03-16,79.70,87.08,74.30,26.50
2631,RP000098755,2020-03-17,79.16,84.92,74.30,26.20
2632,RP000098755,2020-03-18,78.62,88.16,73.76,25.90
2633,RP000098755,2020-03-19,79.88,86.54,,26.60
2634,RP000098755,2020-03-20,81.14,87.80,72.50,27.30
2635,RP000098755,2020-03-21,79.16,84.56,75.38,26.20
2636,RP000098755,2020-03-22,79.88,86.18,75.02,26.60
2637,RP000098755,2020-03-23,80.06,86.36,74.48,26.70
2638,RP000098755,2020-03-24,79.34,85.64,,26.30
2639,RP000098755,2020-03-25,79.34,86.00,73.04,26.30
2640,RP000098755,2020-03-26,78.98,86.18,,26.10
2641,RP000098755,2020-03-27,81.14,86.36,73.76,27.30
2642,RP000098755,2020-03-28,80.96,85.82,,27.20
2643,RP000098755,2020-03-29,80.96,86.36,75.56,27.20
2644,RP000098755,2020-03-30,80.06,84.56,75.56,26.70
2645,RP000098755,2020-03-31,79.34,88.52,,26.30
2646,RP000098755,2020-04-01,80.06,,70.70,26.70
2647,RP000098755,2020-04-02,81.68,87.98,74.12,27.60
2648,RP000098755,2020-04-03,79.52,86.36,74.66,26.40
2649,RP000098755,2020-04-04,80.78,86.72,74.66,27.10
2650,RP000098755,2020-04-05,80.24,86.90,74.12,26.80
2651,RP000098755,2020-04-06,81.68,86.72,73.58,27.60
2652,RP000098755,2020-04-07,81.14,91.22,73.22,27.30
2653,RP000098755,2020-04-08,83.30,91.94,73.04,28.50
2654,RP000098755,2020-04-09,80.06,88.52,,26.70
2655,RP000098755,2020-04-10,80.24,86.72,,26.80
2656,RP000098755,2020-04-11,80.06,87.80,72.50,26.70
2657,RP000098755,2020-04-12,79.34,86.90,71.60,26.30
2658,RP000098755,2020-04-13,79.34,86.54,70.52,26.30
2659,RP000098755,2020-04-14,80.78,90.32,71.78,27.10
2660,RP000098755,2020-04-15,83.12,90.50,73.04,28.40
2661,RP000098755,2020-04-16,82.76,89.42,,28.20
2662,RP000098755,2020-04-17,82.76,89.60,,28.20
2663,RP000098755,2020-04-18,82.04,88.34,75.92,27.80
2664,RP000098755,2020-04-19,78.98,86.90,76.10,26.10
2665,RP000098755,2020-04-20,81.86,89.24,75.56,27.70
2666,RP000098755,2020-04-21,83.12,90.50,76.64,28.40
2667,RP000098755,2020-04-22,82.22,89.78,,27.90
2668,RP000098755,2020-04-23,81.68,89.78,75.38,27.60
2669,RP000098755,2020-04-24,83.48,89.60,76.10,28.60
2670,RP000098755,2020-04-25,82.76,89.06,,28.20
2671,RP000098755,2020-04-26,81.14,87.80,75.92,27.30
2672,RP000098755,2020-04-27,82.22,,76.46,27.90
2673,RP000098755,2020-04-28,82.76,88.16,76.28,28.20
2674,RP000098755,2020-04-29,82.22,90.86,,27.90
2675,RP000098755,2020-04-30,79.34,84.56,74.30,26.30
2676,RP000098755,2020-05-01,81.32,88.70,75.92,27.40
2677,RP000098755,2020-05-02,82.04,89.96,74.48,27.80
2678,RP000098755,2020-05-03,80.24,87.44,77.54,26.80
2679,RP000098755,2020-05-04,84.74,90.50,77.36,29.30
2680,RP000098755,2020-05-05,85.64,,79.70,29.80
2681,RP000098755,2020-05-06,84.56,92.30,,29.20
2682,RP000098755,2020-05-07,84.56,91.94,78.26,29.20
2683,RP000098755,2020-05-08,83.12,89.24,,28.40
2684,RP000098755,2020-05-09,84.74,91.04,77.00,29.30
2685,RP000098755,2020-05-10,82.40,89.78,78.62,28.00
2686,RP000098755,2020-05-11,83.66,91.04,78.08,28.70
2687,RP000098755,2020-05-12,82.58,90.32,77.90,28.10
2688,RP000098755,2020-05-13,82.58,92.12,76.82,28.10
2689,RP000098755,2020-05-14,83.30,93.02,77.00,28.50
2690,RP000098755,2020-05-15,86.00,93.74,77.00,30.00
2691,RP000098755,2020-05-16,83.12,88.16,78.44,28.40
2692,RP000098755,2020-05-17,83.30,91.40,78.08,28.50
2693,RP000098755,2020-05-18,83.84,92.48,78.62,28.80
2694,RP000098755,2020-05-19,82.58,89.96,,28.10
2695,RP000098755,2020-05-20,83.12,92.12,75.92,28.40
2696,RP000098755,2020-05-21,84.92,92.12,78.44,29.40
2697,RP000098755,2020-05-22,84.38,91.76,76.10,29.10
2698,RP000098755,2020-05-23,84.56,92.48,,29.20
2699,RP000098755,2020-05-24,84.02,92.48,77.00,28.90
2700,RP000098755,2020-05-25,84.02,92.84,76.82,28.90
2701,RP000098755,2020-05-26,82.58,,78.08,28.10
2702,RP000098755,2020-05-27,83.48,91.94,77.54,28.60
2703,RP000098755,2020-05-28,77.54,80.60,,25.30
2704,RP000098755,2020-05-29,82.76,91.40,73.40,28.20
2705,RP000098755,2020-05-30,83.12,92.84,75.56,28.40
2706,RP000098755,2020-05-31,81.14,89.06,76.64,27.30
2707,RP000098755,2020-06-01,80.96,89.24,74.84,27.20
2708,RP000098755,2020-06-02,79.34,85.10,,26.30
2709,RP000098755,2020-06-03,83.30,87.80,73.40,28.50
2710,RP000098755,2020-06-04,84.92,91.94,77.00,29.40
2711,RP000098755,2020-06-05,83.66,90.86,77.18,28.70
2712,RP000098755,2020-06-06,83.48,90.50,77.00,28.60
2713,RP000098755,2020-06-07,80.06,88.88,,26.70
2714,RP000098755,2020-06-08,82.22,89.06,76.46,27.90
2715,RP000098755,2020-06-09,82.94,92.30,76.10,28.30
2716,RP000098755,2020-06-10,82.04,93.56,,27.80
2717,RP000098755,2020-06-11,80.42,91.04,,26.90
2718,RP000098755,2020-06-12,79.88,85.28,74.30,26.60
2719,RP000098755,2020-06-13,82.40,91.04,75.20,28.00
2720,RP000098755,2020-06-14,77.00,80.96,,25.00
2721,RP000098755,2020-06-15,78.62,86.72,74.48,25.90
2722,RP000098755,2020-06-16,79.70,87.08,74.48,26.50
2723,RP000098755,2020-06-17,83.30,91.76,75.38,28.50
2724,RP000098755,2020-06-18,80.06,85.64,,26.70
2725,RP000098755,2020-06-19,82.40,91.76,75.20,28.00
2726,RP000098755,2020-06-20,81.50,88.88,,27.50
2727,RP000098755,2020-06-21,82.58,90.68,75.56,28.10
2728,RP000098755,2020-06-22,83.48,91.76,77.36,28.60
2729,RP000098755,2020-06-23,84.02,92.12,76.64,28.90
2730,RP000098755,2020-06-24,81.68,88.16,77.18,27.60
2731,RP000098755,2020-06-25,80.42,88.52,,26.90
2732,RP000098755,2020-06-26,80.60,87.62,75.20,27.00
2733,RP000098755,2020-06-27,78.80,88.70,,26.00
2734,RP000098755,2020-06-28,81.32,92.12,74.12,27.40
2735,RP000098755,2020-06-29,80.42,94.28,,26.90
2736,RP000098755,2020-06-30,81.86,89.96,73.22,27.70
2737,RP000098755,2020-07-01,77.00,,74.66,25.00
2738,RP000098755,2020-07-02,82.22,89.42,76.10,27.90
2739,RP000098755,2020-07-03,83.12,92.66,,28.40
2740,RP000098755,2020-07-04,82.76,91.94,,28.20
2741,RP000098755,2020-07-05,81.32,89.24,,27.40
2742,RP000098755,2020-07-06,80.42,88.16,75.02,26.90
2743,RP000098755,2020-07-07,81.32,90.32,75.56,27.40
2744,RP000098755,2020-07-08,81.32,89.60,75.56,27.40
2745,RP000098755,2020-07-09,82.22,92.12,75.20,27.90
2746,RP000098755,2020-07-10,83.48,92.30,75.38,28.60
2747,RP000098755,2020-07-11,83.84,93.02,76.10,28.80
2748,RP000098755,2020-07-12,83.48,93.20,75.20,28.60
2749,RP000098755,2020-07-13,84.74,93.56,75.92,29.30
2750,RP000098755,2020-07-14,83.66,94.10,75.92,28.70
2751,RP000098755,2020-07-15,81.68,91.22,,27.60
2752,RP000098755,2020-07-16,82.76,89.96,74.12,28.20
2753,RP000098755,2020-07-17,78.62,90.86,75.38,25.90
2754,RP000098755,2020-07-18,78.44,85.10,74.66,25.80
2755,RP000098755,2020-07-19,80.96,89.78,74.84,27.20
2756,RP000098755,2020-07-20,82.22,90.68,74.84,27.90
2757,RP000098755,2020-07-21,83.84,92.12,75.74,28.80
2758,RP000098755,2020-07-22,83.12,91.58,,28.40
2759,RP000098755,2020-07-23,78.08,90.86,,25.60
2760,RP000098755,2020-07-24,81.32,89.06,73.40,27.40
2761,RP000098755,2020-07-25,82.76,91.76,74.48,28.20
2762,RP000098755,2020-07-26,81.14,86.90,75.38,27.30
2763,RP000098755,2020-07-27,83.66,,75.56,28.70
2764,RP000098755,2020-07-28,80.60,95.36,74.84,27.00
2765,RP000098755,2020-07-29,80.60,91.94,74.12,27.00
2766,RP000098755,2020-07-30,81.86,90.68,75.38,27.70
2767,RP000098755,2020-07-31,80.42,88.70,,26.90
2768,RP000098755,2020-08-01,78.80,87.44,,26.00
2769,RP000098755,2020-08-02,80.24,89.60,74.48,26.80
2770,RP000098755,2020-08-03,80.60,87.44,74.84,27.00
2771,RP000098755,2020-08-04,79.88,87.44,75.92,26.60
2772,RP000098755,2020-08-05,82.76,91.22,75.02,28.20
2773,RP000098755,2020-08-06,82.22,91.22,,27.90
2774,RP000098755,2020-08-07,78.98,89.06,,26.10
2775,RP000098755,2020-08-08,81.68,,73.58,27.60
2776,RP000098755,2020-08-09,82.58,88.70,76.10,28.10
2777,RP000098755,2020-08-10,80.96,89.42,,27.20
2778,RP000098755,2020-08-11,82.58,89.06,74.30,28.10
2779,RP000098755,2020-08-12,81.86,92.66,75.02,27.70
2780,RP000098755,2020-08-13,79.88,88.70,,26.60
2781,RP000098755,2020-08-14,80.96,92.30,73.76,27.20
2782,RP000098755,2020-08-15,82.76,93.38,73.58,28.20
2783,RP000098755,2020-08-16,83.48,94.10,74.84,28.60
2784,RP000098755,2020-08-17,79.52,86.72,,26.40
2785,RP000098755,2020-08-18,80.96,,74.84,27.20
2786,RP000098755,2020-08-19,82.22,89.78,75.20,27.90
2787,RP000098755,2020-08-20,81.68,93.92,,27.60
2788,RP000098755,2020-08-21,82.22,90.32,73.40,27.90
2789,RP000098755,2020-08-22,79.88,87.26,,26.60
2790,RP000098755,2020-08-23,84.02,91.76,74.48,28.90
2791,RP000098755,2020-08-24,84.74,93.56,74.84,29.30
2792,RP000098755,2020-08-25,85.28,,75.02,29.60
2793,RP000098755,2020-08-26,85.46,,76.64,29.70
2794,RP000098755,2020-08-27,79.52,88.88,,26.40
2795,RP000098755,2020-08-28,83.12,95.36,74.48,28.40
2796,RP000098755,2020-08-29,83.48,96.44,75.20,28.60
2797,RP000098755,2020-08-30,83.84,94.82,75.92,28.80
2798,RP000098755,2020-08-31,83.84,95.90,,28.80
2799,RP000098755,2020-09-01,84.92,94.46,74.66,29.40
2800,RP000098755,2020-09-02,84.38,92.48,,29.10
2801,RP000098755,2020-09-03,83.12,93.20,75.38,28.40
2802,RP000098755,2020-09-04,84.92,93.74,76.82,29.40
2803,RP000098755,2020-09-05,84.56,95.90,,29.20
2804,RP000098755,2020-09-06,84.74,93.56,75.20,29.30
